n_time,n_latitude,n_longitude,start_date,end_date,overall_mean,overall_median,overall_p90,overall_min,overall_max,overall_std
10,360,650,2010-06-30,2019-06-30,0.2973643425684984,0.0,1.0,0.0,10.0,0.6215918393173235
